"ind","imgid","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag1c","tag2c","tag3c","tag4c","tag5c","tag6c","tag7c","tag8c","tag9c","tag10c"
"46","1369085728","outdoor","bike","vehicle","bicycle","motorcycle","road""","architecture","concrete","grass","None",,,,,,"318:261,335:242,","405:26,354:39,113:37,188:22,","335:137,124:349,","175:115,",
"47","1369094403","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"48","1369281053","water","outdoor","boat racing","sport","racing","water","people","None","None","None",,,,,,"468:322,203:319,146:150,193:24,","285:229,291:247,",,,
"49","1369334858","outdoor","green","plant","nature","foliage","water","None","None","None","None",,,"256:176,",,,"164:348,",,,,
"50","1369357881","outdoor","beachwear","sunbath","swim","water","people","sand","water","None","None",,,,,,"229:262,243:250,289:231,296:201,","316:308,","481:174,393:82,",,
"51","136935841","outdoor","architecture","fort","gravestone",NULL,"sky","grass","architecture","None","None",,,,,,"476:106,348:30,","28:125,31:269,299:352,182:331,","430:90,281:282,407:98,390:98,414:212,",,
"52","136991099","indoor",NULL,NULL,NULL,NULL,"people","None","None","None","None",,,,,,"356:329,238:144,200:157,",,,,
"53","1370017165","indoor","shop","collection","text","scoreboard","None","None","None","None","None",,,,,,,,,,
"54","1370368544","outdoor",NULL,NULL,NULL,NULL,"sky","dirt","grass","None","None",,,,,,"294:5,","63:334,83:332,","293:263,310:265,262:337,",,
"55","1370519958","column","support column","architecture",NULL,NULL,"sky","concrete","None","None","None",,,,,,"457:76,263:60,","204:226,180:190,",,,
"56","1370570201","outdoor","animal","bird","meadow","nature","grass","None","None","None","None",,,,,,"438:340,294:10,217:63,213:87,277:87,",,,,
"57","137068773","indoor","people","hospital","room",NULL,"wood","None","None","None","None",,,,,,"463:46,259:27,372:20,397:25,",,,,
"58","1370773743","outdoor","nature","lakefront","landscape","dusk","wood","people","None","None","None",,,,,,"6:18,28:27,463:46,259:27,372:20,397:25,","259:176,373:269,387:256,309:64,310:84,77:188,",,,
"59","1370843615","landscape","nature","outdoor","slope","mountainside","mountains","dirt","None","None","None",,,,,,"283:263,40:262,242:213,216:109,","374:325,318:314,",,,
"60","1370917697","depth of field","outdoor","bokeh","bright","animal","trees","None","None","None","None",,,,,,"232:232,",,,,
"61","1371218466","outdoor","people",NULL,NULL,NULL,"None","None","None","None","None",,"202:170,79:119,82:94,84:58,73:51,357:263,417:77,43",,,,,,,,
"62","1371280312","architecture","arch","corbel","beam","column","None","None","None","None","None","220:293,185:406,170:416,215:354,102:211,",,,,,,,,,
"63","1371792257","stringed instrument","music","fret",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"64","137213087","outdoor","sheep","ewe","animal","pet","wood","None","None","None","None",,,,,,"58:67,466:30,452:81,",,,,
"65","137218649","outdoor","baggage",NULL,NULL,NULL,"people","road""","sky","None","None",,,,,,"272:13,47:45,","280:318,","377:21,",,
"66","1372539630","outdoor","landscape","hill","nature","slope","sky","mountains","grass","None","None",,,,,,"170:127,153:155,203:52,","176:202,27:226,","225:251,239:304,206:437,",,
"67","1372949456","outdoor",NULL,NULL,NULL,NULL,"sky","trees","None","None","None",,,,,,"149:36,","149:349,249:286,224:295,84:112,",,,
"68","1373046122","sport","climber","outdoor","camping","landscape","sky","mountains","None","None","None",,,,,,"205:54,189:30,195:10,","428:48,63:64,",,,
"69","1373137014","outdoor","sport","cycling","bicycle","bike","sky","road""","concrete","trees","None",,,,,,"331:13,286:17,158:25,","229:170,116:172,","211:358,","462:77,20:75,245:106,455:97,",
"70","1373980784","outdoor","building","architecture",NULL,NULL,"sky","architecture","trees","None","None",,,,,,"180:35,","73:114,181:181,182:234,191:288,202:305,","329:303,364:172,",,
"71","1373989963","indoor",NULL,NULL,NULL,NULL,"wall","people","None","None","None",,,,,,"478:42,459:46,366:114,","455:280,422:247,438:246,122:357,126:288,137:259,14",,,
"72","1374122675","carousel","amusement park","art","graffiti",NULL,"people","None","None","None","None",,,,,,"148:268,197:342,348:234,365:282,270:245,263:397,23",,,,
"73","137434761","plant","nature","grass","outdoor","field","people","None","None","None","None",,,,,,"148:268,197:342,348:234,365:282,270:245,263:397,23",,,,
"74","1374568307","outdoor",NULL,NULL,NULL,NULL,"sky","mountains","sand","wood","wheels",,,,,,"80:94,70:107,347:71,","54:192,24:173,","310:311,","312:130,","102:219,"
"75","137467123","outdoor","text","signboard","sign","plaque","rocks","grass","None","None","None",,,,,,"134:37,74:68,211:318,256:363,456:261,","121:11,",,,
"76","1374907","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"77","1375090558","outdoor","water","underwater","fish","animal","None","None","None","None","None",,,,,,,,,,
"78","137520733","outdoor","bus","vehicle","shelter","car","sky","architecture","road""","trees","None",,,,,,"273:72,100:48,37:14,","367:171,263:129,","263:226,273:238,298:261,313:274,338:301,352:338,","456:153,53:186,",
"79","1375261484","indoor","food","meal",NULL,NULL,"wood","None","None","None","None",,,,,,"283:140,48:192,183:141,198:153,188:173,192:199,",,,,
"80","1375441895","people","highchair","chair","furniture","swing","None","None","None","None","None",,,,,,,,,,
"81","1375720207","vehicle","boat","outdoor","harbor","water","sky","mountains","water","None","None",,,,,,"231:140,139:84,","183:196,","59:242,129:231,154:234,144:208,",,
"82","1375882492","plant","nature","foliage","outdoor","grass","trees","None","None","None","None",,,,,,"395:115,331:114,270:337,190:193,189:312,",,,,
"83","137592187","grocery store","open air market",NULL,NULL,NULL,"sky","wood","None","None","None",,,,,,"276:142,362:76,","186:85,109:256,116:278,137:277,",,,
"84","137600824","indoor",NULL,NULL,NULL,NULL,"wall","None","None","None","None",,,,,,"76:68,231:177,271:102,",,,,
"85","13771779","outdoor","skyline","landscape","nature",NULL,"sky","water","mountains","architecture","None",,,,,,"453:48,481:26,144:28,122:12,","473:113,460:129,332:115,318:135,33:122,203:125,","403:57,234:58,","312:59,315:75,430:80,",
"86","1377182765","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"87","137783387","outdoor","field game","rugby","sport",NULL,"grass","sky","None","None","None",,,,,,"85:491,279:290,","252:17,",,,
"88","137785896","feline","pet","cat","animal","indoor","None","None","None","None","None",,,,,,,,,,
"89","13785442","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"90","137911354","windowsill","window","architecture","jamb","indoor","wall","window","None","None","None",,,,,,"479:318,170:266,292:320,280:336,278:353,223:361,18","139:333,98:312,114:352,",,,
"91","1380075188","bus","vehicle","outdoor","shop","stall","road""","None","None","None","None",,,,,,"443:221,439:277,442:305,",,,,
"92","1380256462","basketball","court game","sport","indoor","bagpipe","floor","wood","None","None","None",,,,,,"157:426,158:444,135:459,281:480,","94:401,",,,
"93","138027808","purple","outdoor","plant","nature","flower","grass","dirt","None","None","None",,,,,,"335:65,","153:329,197:287,164:284,447:225,443:265,442:294,19",,,
"94","1380278618","outdoor","vehicle","bicycle","bike","horse","road""","architecture","None","None","None",,,,,,"55:245,82:263,276:335,","69:57,320:112,332:133,347:41,",,,
"95","1380464560","outdoor","safari","nature","canine","wolf","None","None","None","None","None",,,,,,,,,,
"96","1380525071","outdoor","water","waterfront","candle","vigil light","None","None","None","None","None",,,,,,,,,,
"97","1380531239","outdoor","night","bridge","architecture","water","None","None","None","None","None",,,,,,,,,,
"98","1380754191","monochrome","blackandwhite","black","jump","indoor","None","None","None","None","None",,,,,,,,,,
"99","1381012589","outdoor","landscape","hill","nature","pasture","sky","grass","mountains","None","None",,,,,,"364:46,238:48,251:59,217:134,54:59,","190:235,","388:182,410:202,",,
"100","1381277975","outdoor","cloud","sky","storm","hdr","None","None","None","None","None",,,"455:146,127:227,274:99,",,,,,,,
"101","1381330946","car","vehicle","outdoor","van",NULL,"road""","grass","trees","None","None",,"340:182,",,,,"436:303,334:337,","115:156,105:180,","50:41,90:67,360:42,",,
"102","138150883","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"103","1381996419","building","architecture","church","outdoor","building complex","sky","architecture","None","None","None",,,,,,"259:21,317:58,246:348,252:303,239:155,","121:299,185:309,",,,
"104","138202452","outdoor","fence","wood fence","vehicle","train","sky","water","grass","None","None",,,,,,"409:77,","132:298,","295:297,82:209,",,
"105","13822636","outdoor","plant","flower","nature","arnica","grass","flowers","None","None","None",,,,,,"154:351,140:362,420:136,","349:152,",,,
"106","1382368269","outdoor","stronghold","fort","architecture","slope","sky","rocks","grass","None","None",,,,,,"336:58,","98:324,9:276,95:95,165:275,429:172,","262:216,",,
"107","138241139","indoor",NULL,NULL,NULL,NULL,"wood","wall","None","None","None",,,,,,"53:108,240:8,","490:277,287:230,177:273,134:217,78:186,",,,
"108","138261478","aircraft","vehicle","helicopter","outdoor","rotor blade","sky","grass","None","None","None",,,,,,"131:31,","86:326,137:306,",,,
"109","138293356","indoor","kitchen ware","microwave oven","appliance","cabinet","wood","wall","None","None","None",,,,,,"400:309,480:298,444:285,188:12,199:27,241:49,141:2","35:151,",,,
"110","138294878","outdoor","plant","nature","tree","birch","grass","sky","trees","None","None",,,,,,"417:256,","151:30,","176:57,209:75,300:63,",,
"111","1382979222","text","screenshot",NULL,NULL,NULL,"None","None","None","None","None",,"329:50,",,,,,,,,
"112","138311140","outdoor","snow","snowboard","sport","sledding","road""","snow","None","None","None",,,,,,"26:170,364:167,","204:38,252:326,",,,
"113","1383321677","outdoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"114","138342566","outdoor",NULL,NULL,NULL,NULL,"forest","None","None","None","None",,,,,,"22:23,492:134,405:173,430:300,114:261,303:39,",,,,
"115","138343241","outdoor","building","architecture","house","temple","sky","trees","road""","wheels","None",,,"411:263,411:263,281:182,",,,"398:61,325:15,","100:148,462:168,","121:321,",,
"116","138373545","outdoor","friends","people",NULL,NULL,"None","None","None","None","None",,,"415:66,16:45,336:115,223:122,128:62,",,,,,,,
"117","1383750312","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"118","138377645","vehicle","carriage","wagon","horse cart","horseback riding","road""","None","None","None","None",,,"63:237,",,,"131:293,151:292,117:292,427:277,",,,,
"119","1383799931","outdoor","water","pier","bridge","architecture","sky","None","None","None","None",,,,,,"469:6,412:159,346:84,196:65,200:43,206:16,",,,,
"120","1383904050","carousel","amusement park","shop",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"121","1384028433","outdoor","water","watercourse","creek","nature","trees","concrete","water","rocks","None",,,,,,"259:100,470:83,","176:208,","360:291,282:285,","419:192,179:168,415:196,",
"122","1384240782","outdoor","nature","shore","landscape","coast","sky","mountains","None","None","None",,,,,,"213:63,","106:224,243:143,219:306,162:301,268:433,",,,
"123","1384747822","outdoor","stream","nature","water","landscape","water","trees","None","None","None",,,,,,"247:231,261:244,","70:49,",,,
"124","138475159","outdoor","plant","flower","nature","blossom","flowers","grass","None","None","None",,,,,,"99:99,253:255,224:295,217:285,","16:88,329:216,378:214,380:260,404:284,",,,
"125","138501290","indoor",NULL,NULL,NULL,NULL,"wall","None","None","None","None",,,,,,"207:75,186:78,185:38,154:63,126:89,85:75,332:18,",,,,
"126","138511518","indoor",NULL,NULL,NULL,NULL,"animal","floor","wood","wall","None",,,,,,"292:199,","179:142,","205:74,186:43,","82:49,47:26,",
"127","1385594644","classroom","room",NULL,NULL,NULL,"wall","None","None","None","None",,,,,,"281:18,295:30,313:45,203:332,53:317,47:228,404:101",,,,
"128","138562020","outdoor","gravestone",NULL,NULL,NULL,"sky","wall","dirt","None","None",,,,,,"342:97,","365:294,194:433,","344:435,344:383,253:154,",,
"129","1386370117","blackandwhite","monochrome","outdoor","car","vehicle","wheels","road""","None","None","None",,,,,,"366:286,","251:269,",,,
"130","1386517597","outdoor","life jacket","field game","soccer","sport","sky","None","None","None","None",,,,,,"446:147,465:82,",,,,
"131","1387010793","outdoor","landscape","hill","nature","foothill","sky","forest","grass","None","None",,,,,,"286:55,","168:203,358:128,","355:320,352:266,443:336,189:352,257:354,",,
"132","1387214376","outdoor","watercourse","water","landscape","lake","sky","mountains","water","grass","None",,,,,,"258:152,234:120,208:103,221:84,269:39,","81:172,439:149,431:135,","248:203,307:334,","146:191,",
"133","1387240221","outdoor","nature","hill","landscape","mountain","sky","mountains","water","grass","None",,,,,,"290:117,264:65,","186:200,60:228,306:132,279:139,","221:362,252:337,","299:222,177:252,",
"134","1387263293","indoor","hospital","room",NULL,NULL,"wall","wood","people","None","None",,,,,,"190:21,","18:382,","133:285,264:206,269:225,327:319,316:427,328:363,14",,
"135","1387307331","people","indoor",NULL,NULL,NULL,"None","None","None","None","None","265:254,241:269,134:356,223:297,241:147,204:233,",,,,,,,,,
"136","138738187","outdoor",NULL,NULL,NULL,NULL,"sky","road""","None","None","None",,,,,,"431:46,","467:233,430:256,469:286,",,,
"137","1387386094","indoor","singlet",NULL,NULL,NULL,"wall","people","None","None","None",,,,,,"66:96,","114:388,",,,
"138","1387462707","green","outdoor","nature","field","landscape","grass","None","None","None","None",,,,,,"40:104,48:113,387:263,397:281,397:197,",,,,
"139","1387548647","portrait","people","head",NULL,NULL,"None","None","None","None","None",,"249:210,214:368,114:89,122:107,200:161,",,,,,,,,
"140","1387572055","outdoor","demonstrator","parade","flag","banner","sky","road""","None","None","None",,,,,,"112:104,56:34,","110:355,4:300,17:354,",,,
"141","13876718","sport","climber","sledding","snow","ski","sky","snow","None","None","None",,,,,,"89:87,69:105,463:134,335:98,431:77,","486:313,327:176,",,,
"142","1387766296","outdoor","vehicle","boat","nature","shore","sky","water","None","None","None",,,,,,"310:99,","192:255,",,,
"143","13879953","indoor","table","counter","furniture",NULL,"None","None","None","None","None",,,,,,,,,,
"144","1388068859","blur","jack-o-lantern","lantern","fire","neon light","None","None","None","None","None",,,,,,,,,,
"145","1388085491","outdoor","nature","forest","landscape","stream","forest","None","None","None","None",,,,,,"140:64,159:97,84:251,105:283,302:466,",,,,
"146","1388159114","outdoor","vehicle","car","windshield","car part","road""","None","None","None","None",,,,,,"102:367,74:359,62:321,69:317,",,,,
"147","1388274170","outdoor",NULL,NULL,NULL,NULL,"wall","dirt","None","None","None",,,,,,"234:36,294:77,","364:440,343:487,311:423,272:485,33:389,",,,
"148","1388415203","outdoor","blue","ice","snow","snowdrift","mountains","snow","None","None","None",,,,,,"87:181,151:79,173:88,253:118,182:167,","429:246,240:257,",,,
"149","1388443802","outdoor","plant","nature","tree","path","None","None","None","None","None",,,,,,,,,,
"150","138858628","indoor",NULL,NULL,NULL,NULL,"people","None","None","None","None",,,,,,"360:253,373:222,382:251,283:202,207:328,222:319,24",,,,
"151","1388621654","outdoor",NULL,NULL,NULL,NULL,"sky","sand","people","None","None",,,,,,"57:153,47:115,145:20,","178:315,180:368,32:464,","135:328,",,
"152","1388809495","stringed instrument","music","indoor","percussion instrumen","guitar","wood","wall","None","None","None",,,,,,"108:277,171:77,355:56,","262:52,257:66,",,,
"153","138889978","streetlight","lamppost","post","architecture","lamp","sky","water","None","None","None",,,,,,"200:64,","257:314,254:352,",,,
"154","1388955480","outdoor",NULL,NULL,NULL,NULL,"trees","people","None","None","None",,,,,,"84:90,127:37,","24:413,55:438,57:474,",,,
"155","1389144379","rodent","gerbil","animal","mouse","indoor","None","None","None","None","None",,,,,,,,,,
"156","1389189791","indoor","room","art gallery","basketball","court game","floor","wall","None","None","None",,,,,,"178:299,","51:197,",,,
"157","1389466722","building","house","architecture","outdoor","apartment","architecture","sky","None","None","None",,,,,,"424:91,339:156,311:178,","43:73,89:26,162:15,",,,
"158","138947217","photo border","outdoor","white","cockatoo","parrot","grass","animal","None","None","None",,,,,,"179:256,255:181,","356:232,313:176,",,,
"159","138958365","food","barbecue","indoor",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"160","1389589646","outdoor","grainfield","nature","field","landscape","sky","mountains","dirt","None","None",,,,,,"292:16,","286:46,382:35,94:45,147:40,","70:98,263:88,163:90,",,
"161","138966159","outdoor",NULL,NULL,NULL,NULL,"dirt","animal","wall","None","None",,,,,,"379:280,","281:128,","368:68,369:51,403:31,236:16,",,
"162","1389743244","reptile","snake","animal","indoor","feline","None","None","None","None","None",,,,,,,,,,
"163","1389925130","electronics","digital display","display screen","indoor","timepiece","floor","wall","None","None","None",,,,,,"319:473,","7:319,42:336,35:236,313:286,342:335,344:227,",,,
"164","139010365","outdoor","field game","baseball","ball game","sport","dirt","sky","None","None","None",,,,,,"112:314,","42:23,80:66,99:65,116:61,153:65,191:25,203:63,",,,
"165","1390106682","court game","sport","gymnastics","basketball","indoor","wood","wall","None","None","None",,,,,,"184:236,","141:8,87:21,152:78,",,,
"166","139016980","outdoor","plant","tree","nature","path","grass","trees","None","None","None",,,,,,"101:139,59:85,","257:221,",,,
"167","139022466","outdoor","nature","hill","landscape","slope","road""","trees","sky","clouds","None",,,,,,"239:279,","143:234,342:205,","261:121,351:45,","429:78,",
"168","1390408144","people","billiards","sport",NULL,NULL,"None","None","None","None","None","281:367,256:375,284:406,276:389,242:65,230:83,239:",,,,,,,,,
"169","1390408898","indoor","pinwheel","bullhorn",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"170","13905587","outdoor","fieldwork","bicycle","bike","vehicle","trees","None","None","None","None",,,,,,"59:164,142:78,",,,,
"171","139056357","outdoor","building","architecture","text","sign","sky","architecture","None","None","None",,,,,,"362:93,","110:284,112:236,91:181,306:255,169:114,",,,
"172","1390606002","indoor","sari","dress","bridal veil",NULL,"wall","None","None","None","None",,,,,,"109:192,",,,,
"173","139061599","outdoor","animal","elephant",NULL,NULL,"sky","mountains","dirt","grass","None",,,,,,"215:11,","141:49,","57:283,100:287,244:284,","174:100,181:136,",
"174","139090184","outdoor","skyline",NULL,NULL,NULL,"sky","mountains","None","None","None",,,,,,"333:64,","308:197,104:182,",,,
"175","1391011216","sari","dress","indoor","costume",NULL,"wall","None","None","None","None","158:454,218:364,",,,,,"237:103,",,,,
"176","1391308146","indoor","text","neon light","writing",NULL,"None","None","None","None","None",,,,,,,,,,
"177","1391383479","people",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"178","1391400533","shirt","sportswear",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"179","139161108","outdoor","mountain","nature","landscape","fog","sky","grass","None","None","None",,,,,,"160:31,","140:175,134:222,217:324,131:190,",,,
"180","1392047966","indoor","hair","head","people",NULL,"None","None","None","None","None",,,,,,,,,,
"181","1392241840","outdoor","bus","vehicle","streetcar","tramline","road""","architecture","None","None","None",,,,,,"122:483,177:482,166:417,","287:128,",,,
"182","1392243361","indoor","food","greens","salad","vegetable","None","None","None","None","None",,,,,,,,,,
"183","1392261447","shorts","skating","roller skating","sport","roller skate","None","None","None","None","None",,,,,,,,,,
"184","139242752","outdoor","bagpipe","music","parade",NULL,"road""","None","None","None","None",,,,,,"307:425,296:484,307:332,",,,,
"185","139254778","labrador","pet","dog","animal","doberman","animal","None","None","None","None",,,,,,"350:138,",,,,
"186","1392694904","outdoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"187","1392755000","outdoor","architecture","stonework","masonry","pinniped","water","architecture","None","None","None",,,,,,"462:298,","237:60,441:17,210:216,335:142,168:165,",,,
"188","139279789","indoor",NULL,NULL,NULL,NULL,"wall","people","None","None","None",,,,,,"459:205,259:52,380:66,","247:97,395:183,420:195,424:192,",,,
"189","1392809541","indoor","collection","art gallery","room",NULL,"wall","None","None","None","None",,,,,,"249:367,",,,,
"190","1392841990","outdoor","skyline","city","architecture","tower","night sky","architecture","None","None","None",,,,,,"265:135,264:170,261:228,288:171,261:112,252:103,37","48:271,",,,
"191","1392924974","green",NULL,NULL,NULL,NULL,"people","trees","wood","None","None",,,,,,"98:236,","243:61,","443:218,",,
"192","1392968586","outdoor","runner","running","sport","track","grass","concrete","trees","None","None",,,,,,"256:214,44:470,66:466,80:300,","262:309,","168:50,216:65,233:86,",,
"193","139316170","music","concert","blur","red",NULL,"None","None","None","None","None",,"22:456,255:85,",,,,,,,,
"194","139328852","dusk","outdoor","night",NULL,NULL,"night sky","None","None","None","None",,,,,,"186:50,",,,,
"195","1393521476","outdoor","animal","bird","seabird","goose","None","None","None","None","None",,,,,,,,,,
"196","1393540873","outdoor","demonstrator",NULL,NULL,NULL,"grass","road""","None","None","None",,,,,,"131:91,136:46,166:15,","484:287,",,,
"197","1393895675","outdoor","car","vehicle","bike","motorcycle","sky","trees","concrete","None","None",,"392:329,319:270,319:270,402:302,",,,,"391:26,","147:46,480:162,","164:324,82:302,",,
"198","139396062","alley","outdoor",NULL,NULL,NULL,"sky","architecture","None","None","None",,,,,,"316:45,","435:179,",,,
"199","1393973448","people","indoor","friends",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"200","1393980151","car","vehicle","outdoor","auto racing","sport","sky","road""","None","None","None","91:298,323:254,219:249,",,,,,"334:25,","371:328,",,,
"201","1394004976","outdoor",NULL,NULL,NULL,NULL,"sky","road""","None","None","None","91:298,323:254,219:249,",,,,,"334:25,","371:328,",,,
"202","1394084667","outdoor","sport","climber","rock climbing","nature","sky","wall","None","None","None",,,,,,"116:142,","149:414,238:249,235:268,187:390,276:412,",,,
