"ind","imgid","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag1c","tag2c","tag3c","tag4c","tag5c","tag6c","tag7c","tag8c","tag9c","tag10c"
"61","1207373209","beam","architecture","building","shed","mezzanine","wall","None","None","None","None",,,,,,"175:416,86:221,213:118,44:92,40:376,",,,,
"62","120744289","portrait","people","head","indoor",NULL,"wall","None","None","None","None",,,,,,"333:154,255:67,",,,,
"63","120745126","footwear","outdoor",NULL,NULL,NULL,"concrete","None","None","None","None",,,,,,"275:216,268:165,",,,,
"64","120766119","indoor","outfit","ensemble","people","speaker","wall","None","None","None","None",,,,,,,,,,
"65","1207959827","sport","water","whitewater rafting","water sport","boat","rocks","None","None","None","None",,"351:312,37:265,431:276,171:227,48:101,44:136,33:83",,,,"468:23,462:61,60:158,213:138,113:123,366:52,353:30",,,,
"66","120797370","indoor","window","architecture","skylight","hallway","lights","None","None","None","None",,,,,,"426:107,97:227,",,,,
"67","1208059324","people","portrait","monochrome","head","hair","None","None","None","None","None",,,,,,,,,,
"68","12081234","people","friends","indoor",NULL,NULL,"people","None","None","None","None",,,,,,"331:241,195:212,191:190,164:230,",,,,
"69","1209316668","outdoor","pond","landscape","nature",NULL,"grass","dirt","None","None","None",,,,,,"226:125,173:254,193:78,","486:216,368:321,315:292,",,,
"70","120945558","outdoor","plant","nature","blossom","blue","sky","None","None","None","None",,,,,,"235:67,62:34,",,,,
"71","120953096","outdoor","plant","nature","tree","forest","trees","wood","None","None","None",,,,,,"315:170,306:121,231:103,135:43,208:5,","442:278,106:294,97:263,82:245,",,,
"72","1209924390","auto racing","sport","racing","people","shipping container","wall","None","None","None","None",,,,,,"22:45,",,,,
"73","121008595","outdoor","sport",NULL,NULL,NULL,"sky","dirt","None","None","None",,,,,,"260:12,182:21,160:25,82:54,","44:196,280:172,248:201,",,,
"74","1210526778","classroom","room","indoor","assembly","study hall","wall","people","None","None","None",,,,,,"155:10,235:47,","353:127,",,,
"75","1210717076","architecture","outdoor","car","vehicle","art","wall","None","None","None","None",,,,,,"484:216,360:136,113:354,342:52,",,,,
"76","12113983","room","bed","indoor",NULL,NULL,"wall","None","None","None","None",,,,,,"271:314,277:347,37:90,",,,,
"77","121144206","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"78","121150644","blackandwhite","monochrome","indoor","depth of field","timepiece","None","None","None","None","None",,,,,,,,,,
"79","121169281","outdoor",NULL,NULL,NULL,NULL,"sky","water","sand","None","None",,,,,,"65:31,423:37,","185:166,310:146,","292:282,270:306,",,
"80","121175293","outdoor","people",NULL,NULL,NULL,"dirt","grass","None","None","None",,,,,,"116:171,83:160,","2:453,67:402,154:262,176:248,",,,
"81","1211775215","outdoor","groupshot","people","garden",NULL,"sky","grass","None","None","None",,,,,,"348:35,","184:366,348:333,362:346,",,,
"82","121194372","outdoor","plant","nature","tree","conifer","sky","water","wood","None","None",,,,"48:140,62:146,53:155,",,"251:68,","440:271,","126:237,255:268,",,
"83","121218208","indoor","magazine","text","document","book","None","None","None","None","None",,,"135:46,53:64,217:66,",,"273:395,",,,,,
"84","1212384440","indoor",NULL,NULL,NULL,NULL,"people","None","None","None","None",,,,,,"171:207,273:203,331:338,362:350,368:336,371:318,38",,,,
"85","121299010","skating","roller skating","sport","billiards",NULL,"None","None","None","None","None",,,,,,,,,,
"86","121299675","outdoor",NULL,NULL,NULL,NULL,"sky","grass","None","None","None",,,,,,"308:154,322:101,308:58,328:16,","304:267,",,,
"87","1213172021","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"88","1213456855","classroom","room","people","indoor","dining","wall","sky","None","None","None",,,,,,"297:61,282:74,393:65,295:76,","60:63,66:52,",,,
"89","121381028","outdoor","building","architecture","house","row house","wall","sky","road""","None","None",,,,,,"244:56,","8:45,","206:343,",,
"90","121418539","snow","snowdrift","snowbank","outdoor","sport","snow","architecture","window","None","None",,,,,,"360:196,","366:47,431:54,","317:98,",,
"91","1214216372","outdoor","architecture","building","rampart","battlement","architecture","window","trees","sky","None",,,,,,"20:285,222:250,","108:270,184:292,","297:465,206:410,","322:230,257:72,",
"92","1214558883","cage","indoor","art","stained glass","atrium","None","None","None","None","None",,,,,,,,,,
"93","121460807","outdoor","water","watercourse","slope","nature","sky","water","None","None","None",,,,,,"275:92,","255:294,",,,
"94","12146355","outdoor","pet","feline","animal","cat","animal","wood","wheels","None","None",,"131:327,151:263,","131:327,151:263,","131:327,151:263,","131:327,151:263,","131:327,151:263,","193:65,266:425,","124:178,",,
"95","1214889444","gable","pediment","architecture","building","portico","architecture","None","None","None","None",,,"393:92,","180:252,295:214,262:258,",,"180:252,393:92,295:214,262:258,",,,,
"96","121522829","green","graffiti","art","outdoor",NULL,"wall","None","None","None","None",,,,,,"193:281,222:238,",,,,
"97","121535606","plant","nature","blossom","outdoor","tree","flowers","None","None","None","None",,,,,,"115:10,142:7,420:45,444:43,117:187,122:227,177:147",,,,
"98","121544602","outdoor","plant","grass","nature","succulent","None","None","None","None","None",,,,,,,,,,
"99","121552001","outdoor","plant","tree","nature",NULL,"sky","grass","trees","None","None",,,,,,"184:143,248:63,244:45,257:30,228:5,","208:236,","211:234,422:227,",,
"100","1215717115","outdoor","plant","nature","tree","snag","clouds","sky","None","None","None",,,,,,"137:163,140:58,","140:165,208:307,217:247,220:221,251:185,",,,
"101","121579730","outdoor",NULL,NULL,NULL,NULL,"grass","sky","None","None","None",,,,,,"171:336,4:56,80:185,208:167,351:152,","431:58,",,,
"102","1216106273","wheel",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"103","121637065","indoor","basket","coil","skein","wicker basket","None","None","None","None","None",,,,,,,,,,
"104","121638670","outdoor","animal","anteater","bear","black bear","grass","animal","None","None","None",,,,,,"348:274,346:263,264:172,191:83,237:94,","120:334,120:345,6:261,",,,
"105","1216634421","outdoor","horseback riding","riding","sport","horse","trees","dirt","grass","None","None",,,,,,"60:136,73:141,417:54,","233:281,57:252,71:216,","71:316,77:287,",,
"106","121671460","outdoor","bird","animal",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"107","1216831201","head","people",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"108","121688207","people","groupshot","indoor","classroom","room","wall","people","None","None","None",,,,,,"37:38,440:85,422:38,231:27,","271:127,282:125,320:81,313:34,",,,
"109","121699911","outdoor","skating","skateboarding","sport","bus","road""","architecture","None","None","None",,,,,,"282:410,","31:36,284:7,302:41,220:16,",,,
"110","1217021994","field game","ball game","sport","baseball","outdoor","dirt","None","None","None","None",,,,,,"464:398,",,,,
"111","121722367","canyon","landscape","nature","valley","outdoor","rocks","sky","None","None","None",,,,,,"115:223,200:185,304:185,306:167,357:176,240:258,","331:32,",,,
"112","1217496116","outdoor","building","architecture","house","gable","architecture","sky","trees","sky","None",,,,,,"360:376,280:456,242:352,275:407,166:181,55:185,68:","142:16,","6:127,26:152,","233:25,",
"113","1217727485","blackandwhite","monochrome","outdoor","architecture","steeple","sky","None","None","None","None",,,,,,"382:238,",,,,
"114","1217937897","food","dish","pasta","grain","barley","None","None","None","None","None",,,,,,,,,,
"115","1218399533","indoor","sandwich","food","meal","hamburger","None","None","None","None","None",,,,,,,,,,
"116","1218512208","outdoor","signboard","sign","text","scoreboard","sky","None","None","None","None",,,,,,"93:27,",,,,
"117","121853350","indoor","armor","ancient","lamp","oil lamp","None","None","None","None","None",,,,,,,,,,
"118","1218634710","outdoor","resort","arbor","yard","building","sky","grass","trees","None","None",,,,,,"55:61,353:54,","75:281,153:276,182:278,108:298,","382:154,131:132,151:132,91:154,",,
"119","1218638598","indoor","speaker","people",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"120","121873219","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"121","1218959221","indoor",NULL,NULL,NULL,NULL,"people","None","None","None","None",,,,,,"200:167,411:216,",,,,
"122","1219175321","outdoor","fieldwork",NULL,NULL,NULL,"dirt","grass","sky","mountains","None",,,,,,"84:310,282:423,64:421,17:334,","82:245,82:201,","286:21,","35:118,335:92,131:94,106:78,126:61,120:32,",
"123","12193403","plant","nature","tree","outdoor","park","wood","trees","grass","road""","None",,,,,,"315:272,311:254,373:201,","111:174,8:192,344:121,151:43,","255:370,64:263,","111:365,",
"124","121936344","text","outdoor","signboard","sign",NULL,"sky","architecture","None","None","None",,,,,,"482:92,468:41,","84:312,84:138,46:114,",,,
"125","1219366065","outdoor","nature","lecanora","lichen","rock","None","None","None","None","None",,,,,,,,,,
"126","121971981","outdoor","building","architecture","building complex","city","architecture","sky","road""","None","None",,,,,,"95:227,140:232,184:216,215:170,228:198,126:101,144","37:136,","342:356,",,
"127","122045260","indoor","alehouse",NULL,NULL,NULL,"people","None","None","None","None",,,,,,"193:192,195:132,",,,,
"128","12205074","outdoor","trellis","windowsill","window","architecture","water","grass","None","None","None",,,,,,"26:350,35:187,106:141,420:141,","177:274,440:301,",,,
"129","122113938","people","shirt","indoor",NULL,NULL,"people","None","None","None","None",,,,,,"206:25,171:38,217:87,191:145,106:121,",,,,
"130","1221247877","indoor","electronics",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"131","122174989","groupshot","people","indoor",NULL,NULL,"people","None","None","None","None",,,,,,"124:101,224:63,208:56,406:190,408:158,",,,,
"132","12218338","purple","plant","flower","nature","orchid","flowers","None","None","None","None",,,,,,"91:112,97:105,135:116,",,,,
"133","1222380418","outdoor","resort","sunbath",NULL,NULL,"mountains","sky","wall","architecture","floor",,,,,,"142:98,","264:36,","22:176,97:276,73:198,","308:161,73:198,","308:161,"
"134","122248420","art","drawing","texture","sketch","architecture","None","None","None","None","None",,,,,,,,,,
"135","1222625271","food","barbecue","indoor","lines","organ instrument","None","None","None","None","None",,,,,,,,,,
"136","1222977723","outdoor","stoop","bagpipe","music",NULL,"architecture","grass","road""","None","None",,,,,,"486:112,451:76,437:61,348:56,157:67,","97:227,","155:265,",,
"137","122305989","indoor","billiards","sport",NULL,NULL,"wood","floor","None","None","None",,,,,,"271:76,","331:252,306:270,342:425,",,,
"138","122320940","outdoor","horse","carthorse","draft horse","animal","sky","grass","dirt","mountains","None",,,,,,"275:121,228:50,","97:243,64:250,35:243,","228:347,","35:158,142:154,",
"139","12233526","grocery store","shop","stall","food","vegetable","None","None","None","None","None",,,,,,,,,,
"140","1223423951","outdoor",NULL,NULL,NULL,NULL,"grass","None","None","None","None",,,,,,"224:250,135:43,348:170,357:154,393:123,426:127,442",,,,
"141","1223696623","indoor",NULL,NULL,NULL,NULL,"people","wall","None","None","None",,,,,,"37:294,53:305,348:96,351:114,271:114,226:161,","384:32,",,,
"142","122406181","outdoor","deer","animal","caribou","billy goat","wall","animal","None","None","None",,,,,,"368:63,382:272,328:65,84:34,186:43,","137:198,355:165,320:214,291:167,168:203,173:192,21",,,
"143","1224167453","outdoor","yard","park","nature",NULL,"road""","trees","grass","None","None",,,,,,"293:305,108:283,","324:105,53:34,64:118,","86:227,33:223,60:210,282:201,297:183,315:187,460:1",,
"144","1224879542","outdoor","nature","field","grassland","pasture","sky","mountains","trees","grass","dirt",,,,,,"127:34,","214:176,281:187,367:178,454:174,","216:245,330:236,385:234,450:216,","196:298,","356:345,"
"145","122488709","indoor","skating","roller skating","sport",NULL,"concrete","None","None","None","None",,,,,,"23:425,58:381,",,,,
"146","1225149729","people","friends","alehouse",NULL,NULL,"people","None","None","None","None",,,,,,"47:341,412:201,243:165,127:198,112:201,",,,,
"147","122558836","outdoor","aerial","swim","water sport","water","water","None","None","None","None",,,,,,"341:114,307:87,310:301,",,,,
"148","1225626853","outdoor","ranch","animal","cattle","cow","animal","grass","None","None","None",,,,,,"305:270,252:92,174:138,214:107,","467:161,361:83,",,,
"149","12258799","indoor","food","soup","beverage","tea","None","None","None","None","None",,,,,,,,,,
"150","122596648","indoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"151","1226025576","outdoor","plant","nature","thistle","purple","flowers","None","None","None","None",,,,,,"38:114,112:114,",,,,
"152","122605691","outdoor",NULL,NULL,NULL,NULL,"sky","grass","None","None","None",,,,,,"154:38,","110:398,110:370,123:354,",,,
"153","122625632","indoor","electronics","display screen","computer mouse","computer","None","None","None","None","None",,,,,,,,,,
"154","1226533550","insect","animal","outdoor","macro","fly","wood","None","None","None","None",,,,,,"107:281,",,,,
"155","1226888151","monochrome","outdoor","art","light painting","fireworks","None","None","None","None","None",,,,,"150:123,245:152,267:161,",,,,,
"156","122717444","indoor",NULL,NULL,NULL,NULL,"people","wood","wall","None","None",,,,,,"203:76,167:123,","336:287,","310:152,294:143,314:156,350:96,",,
"157","1227633121","stringed instrument","music","harp","indoor",NULL,"None","None","None","None","None",,,,,,,,,,
"158","1227796230","people","indoor",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"159","122817411","music","indoor","concert","stage",NULL,"people","None","None","None","None",,,"323:47,398:76,396:52,",,,"387:127,398:265,",,,,
"160","1228252312","electronics",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"161","1228670860","window","architecture","building","house","outdoor","sky","architecture","window","None","None",,,,,,"161:45,107:36,","281:305,216:87,","103:303,281:176,321:158,",,
"162","122872210","outdoor","curtain","building","architecture","skyscraper","None","None","None","None","None",,,,,,,,,,
"163","122891262","fieldwork","nature","cave","cavern","climber","rocks","None","None","None","None",,,,,,"363:78,447:25,465:76,",,,,
"164","122900771","plaque","text","document","writing","gravestone","concrete","None","None","None","None",,,,,,"216:316,281:83,",,,,
"165","122920270","outdoor","overcast","snow","fog",NULL,"sky","None","None","None","None",,,,,,"316:190,",,,,
"166","1229505595","concert","music","performer","people","musician","people","None","None","None","None","193:263,235:207,285:172,254:176,",,"28:327,","28:327,","28:327,","28:327,",,,,
"167","12296535","gravestone","outdoor","furniture","building","shed","grass","dirt","concrete","None","None",,,,,,"422:36,431:90,426:65,426:43,","122:241,","222:178,",,
"168","122988130","outdoor","nature","shore","landscape","seaside","sky","water","dirt","None","None",,,,,,"432:51,312:15,283:126,194:100,205:84,181:28,","332:266,","407:348,",,
"169","1229906723","indoor",NULL,NULL,NULL,NULL,"people","wall","None","None","None",,,,,,"218:171,261:208,243:208,241:208,","130:295,54:84,",,,
"170","122996446","text","signboard","sign",NULL,NULL,"sky","architecture","None","None","None",,,,,,"105:168,","447:57,",,,
"171","12300025","outdoor","primate","animal","ape","black","animal","trees","None","None","None",,,,,,"116:262,223:173,270:220,258:175,247:153,","435:305,473:234,366:270,140:103,173:58,",,,
"172","1230262113","photo border","outdoor","green","succulent","plant","sky","None","None","None","None",,,,,,"233:127,202:61,",,,,
"173","123028817","text","screenshot",NULL,NULL,NULL,"None","None","None","None","None","153:435,217:80,","311:440,220:266,",,,,,,,,
"174","123047453","indoor","musician","performer","people",NULL,"people","None","None","None","None",,,,,,"431:88,204:86,",,,,
"175","123072536","outdoor","nature","coast","shore","landscape","sky","water","rocks","None","None",,,,,,"208:15,","277:333,253:426,246:133,204:80,186:62,","111:306,46:313,37:328,46:408,",,
"176","123086869","music","concert","indoor",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"177","12315010","blackandwhite","monochrome","head","people","hair","None","None","None","None","None",,,,,,,,,,
"178","1231530616","text","signboard","sign","outdoor",NULL,"wood","None","None","None","None",,,,,,"297:324,",,,,
"179","1231786428","indoor","food","grain","white rice","kitchen ware","None","None","None","None","None",,"413:116,282:223,",,,,,,,,
"180","123231229","formal wear","wedding","indoor","groom","people","None","None","None","None","None",,,,,,,,,,
"181","1232312663","outdoor","casino","text","street sign","sign","None","None","None","None","None",,,,,,,,,,
"182","12323173","nature","cave","cavern","animal","elephant","rocks","None","None","None","None",,,,,,"180:312,424:250,215:150,366:94,",,,,
"183","123249475","vehicle","bicycle","bike","bicycling","sport","road""","trees","wheels","None","None",,,,,,"191:276,182:343,","293:74,340:58,364:45,348:12,","35:318,371:298,",,
"184","1232561279","indoor","light","room light","candelabrum","candlestick","wall","None","None","None","None",,,,,,"182:230,124:187,191:174,177:154,186:38,",,,,
"185","1232771027","indoor","dinner table","dining table","table","furniture","wood","None","None","None","None",,,,,,"422:58,",,,,
"186","1232871841","outdoor","highway","freeway","road","slope","sky","mountains","road""","None","None",,,,,,"208:41,","242:136,375:172,304:116,","346:265,",,
"187","123287818","city","architecture","outdoor","skyline","water","sky","clouds","None","None","None",,,,"153:181,313:170,",,"237:98,151:38,","433:114,",,,
"188","1232917117","sport","racing","outdoor","car","vehicle","road""","None","None","None","None",,,,,,"433:334,",,,,
"189","1232963907","outdoor",NULL,NULL,NULL,NULL,"sky","concrete","None","None","None",,,,,,"11:62,44:57,148:31,","11:62,",,,
"190","1233009936","building","architecture","outdoor","apartment","house","architecture","None","None","None","None",,,,,,"100:182,388:202,313:146,168:226,",,,,
"191","1233014966","indoor","art","handmade","fabric","wool","None","None","None","None","None",,,,,,,,,,
"192","123317214","depth of field","hands","indoor",NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"193","123322702","outdoor","nature","lake","landscape","lakefront","sky","mountains","trees","water","grass",,,,,,"180:22,","155:111,144:77,","131:157,366:155,","93:286,106:280,","322:322,"
"194","123332964","blackandwhite","monochrome","pedestrian crossing","path","outdoor","None","None","None","None","None",,,,,,,,,,
"195","1233620769","outdoor","sportswear","sport","sunbath","runner","sand","None","None","None","None",,,,,,"277:197,",,,,
"196","1233634850","outdoor","ridge","nature","bluff","landscape","trees","road""","rocks","None","None",,,,,,"446:102,371:102,","124:364,95:355,","62:255,404:320,",,
"197","12336764","demonstrator",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"198","123380321","building","architecture","church","outdoor","flying buttress","sky","architecture","None","None","None",,,,,,"362:93,","155:333,128:166,151:191,246:235,175:157,186:97,193",,,
"199","1234422924","groupshot","people","indoor",NULL,NULL,"people","None","None","None","None",,,,,,"324:191,211:133,177:126,",,,,
"200","123455214","people","indoor",NULL,NULL,NULL,"people","wood","None","None","None",,,,,,"86:171,453:97,","297:264,260:273,166:97,342:202,",,,
"201","1234563421","outdoor",NULL,NULL,NULL,NULL,"sand","grass","None","None","None",,,,,,"62:164,","93:35,",,,
"202","1234660792","outdoor","vehicle","car","camping","campsite","forest","None","None","None","None",,,,,,"442:120,355:91,400:215,340:322,113:71,",,,,
"203","123472303","outdoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"204","1235362729","outdoor",NULL,NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
"205","1235510076","head","people","hair","concert","music","people","None","None","None","None",,,"186:86,128:202,",,,"22:280,75:286,",,,,
"206","1235513721","art","stained glass","window","architecture","indoor","None","None","None","None","None",,,,,,,,,,
"207","1235522547","outdoor","landscape","nature","seaside","shore","sky","water","grass","concrete","None",,,,,,"193:97,157:66,213:44,206:26,240:13,","48:131,26:146,8:137,228:153,","202:224,","146:304,",
"208","123579261","outdoor","water","watercourse","plant","nature","sky","water","concrete","None","None",,,,,,"340:146,","400:371,366:346,415:262,420:248,448:228,","400:371,",,
"209","1235899559","outdoor","building","architecture","building complex","yard","architecture","trees","grass","concrete","None",,,,,,"11:88,22:148,104:88,155:115,333:144,","53:197,484:173,477:188,406:280,","97:291,226:260,","188:315,200:291,",
"210","1235942480","indoor",NULL,NULL,NULL,NULL,"people","None","None","None","None",,,,,,"471:220,455:215,400:71,",,,,
"211","123607141","light","indoor","candle","vigil light","fire","None","None","None","None","None",,,,,,,,,,
"212","1236351854","outdoor","plant","tree","nature",NULL,"None","None","None","None","None",,,"386:231,",,,,,,,
"213","1236509464","deck","house","porch","bed","bedroom","wall","wood","None","None","None",,,,,,"120:264,153:151,","333:422,120:446,175:395,66:326,",,,
"214","12365474","outdoor","grainfield","nature","field","landscape","sky","sand","None","None","None",,,,,,"40:8,266:13,","246:200,",,,
"215","1236573266","outdoor","slope","nature","mountainside","landscape","sky","mountains","water","grass","None",,,,,,"148:28,","37:53,282:106,351:100,13:131,","260:220,202:242,95:253,","466:357,402:340,408:331,",
"216","123673371","people","indoor",NULL,NULL,NULL,"None","None","None","None","None",,,,,,,,,,
